"","Y4ECO2ST2","Y4CERTST","pct","n","unweighted_n"
"1","Moins de 2 000 euros","1",11.870807909569,2983.39237797658,2705
"2","Moins de 2 000 euros","2",19.3412896410261,2983.39237797658,2705
"3","Moins de 2 000 euros","3",68.7879024494049,2983.39237797658,2705
"4","De 2 000 à 4 999 euros","1",8.99804095030256,5879.20684878578,6004
"5","De 2 000 à 4 999 euros","2",13.6474424034672,5879.20684878578,6004
"6","De 2 000 à 4 999 euros","3",77.3545166462302,5879.20684878578,6004
"7","5 000 euros et plus","1",6.85391065213957,869.323289730902,1012
"8","5 000 euros et plus","2",10.6524631160384,869.323289730902,1012
"9","5 000 euros et plus","3",82.493626231822,869.323289730902,1012
